State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
"DE","Death rate for CABG surgery patients","MORT_30_CABG","0","3","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"DE","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","4","2","0","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"DE","Serious complications","PSI_90_SAFETY","1","5","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","5","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Pressure sores","PSI_3_ULCER","1","5","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","5","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"DE","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","1","4","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Death rate for heart attack patients","MORT_30_AMI","1","155","3","26","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"FL","Death rate for heart failure patients","MORT_30_HF","11","157","13","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"FL","Death rate for pneumonia patients","MORT_30_PN","21","146","20","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"FL","Death rate for COPD patients","MORT_30_COPD","11","154","10","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"FL","Death rate for stroke patients","MORT_30_STK","5","142","2","32","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"FL","Death rate for CABG surgery patients","MORT_30_CABG","1","70","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"FL","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","137","7","22","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"FL","Serious complications","PSI_90_SAFETY","10","157","5","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","169","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","6","154","3","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","159","0","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","3","159","1","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","110","6","43","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Pressure sores","PSI_3_ULCER","10","155","5","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","170","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","8","143","3","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","2","160","1","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","5","147","2","10","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"FL","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","13","141","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Death rate for heart attack patients","MORT_30_AMI","1","67","0","50","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GA","Death rate for heart failure patients","MORT_30_HF","4","93","5","32","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GA","Death rate for pneumonia patients","MORT_30_PN","8","113","0","14","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GA","Death rate for COPD patients","MORT_30_COPD","3","103","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GA","Death rate for stroke patients","MORT_30_STK","3","73","0","45","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GA","Death rate for CABG surgery patients","MORT_30_CABG","0","18","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GA","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","71","1","19","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"GA","Serious complications","PSI_90_SAFETY","7","96","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","102","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","3","84","0","7","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","82","0","12","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","90","0","8","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","48","1","33","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Pressure sores","PSI_3_ULCER","2","99","1","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","102","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","4","67","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","87","0","7","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","2","71","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GA","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","66","0","10","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GU","Death rate for heart attack patients","MORT_30_AMI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GU","Death rate for heart failure patients","MORT_30_HF","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GU","Death rate for pneumonia patients","MORT_30_PN","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GU","Death rate for COPD patients","MORT_30_COPD","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GU","Death rate for stroke patients","MORT_30_STK","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GU","Death rate for CABG surgery patients","MORT_30_CABG","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"GU","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"GU","Serious complications","PSI_90_SAFETY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"GU","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
