State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"HI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","65","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","54","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","67","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","64","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","47","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","40","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","61","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","48","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","70","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","76","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","73","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","64","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","50","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","65","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","41","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","54","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","57","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
