Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnotes,Measure Start Date,Measure End Date
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,325,405,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,117,402,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Preventive Care,IMM-2,Influenza Immunization,68,271,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,155,463,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,74,479,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,105,15,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,33,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45068F,"WILLIAM BEAUMONT ARMY MEDICAL CENTER, FT. BLISS",5005 NORTH PIEDRAS STREET,EL PASO,TX,79920,EL PASO,(915) 742-2121,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,335,553,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,89,544,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Preventive Care,IMM-2,Influenza Immunization,67,295,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,154,298,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,36,347,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,111,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,17,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45069F,"BROOKE ARMY MEDICAL CENTER, FT. SAM HOUSTON",3551 ROGER BROOKE DRIVE,FORT SAM HOUSTON,TX,78234,BEXAR,(210) 916-4141,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,2,48,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,391,240,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,107,236,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Preventive Care,IMM-2,Influenza Immunization,59,482,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,196,457,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,52,449,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,71,17,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,3,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
45070F,"DARNALL ARMY MEDICAL CENTER, FT. HOOD",36000 DARNALL LOOP,FORT HOOD,TX,76544,BELL,(254) 288-8000,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,360,379,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,82,351,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Preventive Care,IMM-2,Influenza Immunization,85,496,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,179,454,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,59,479,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,21,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,308,203,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,73,199,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Preventive Care,IMM-2,Influenza Immunization,63,256,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,118,477,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,50,495,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,25,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,392,254,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,132,254,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Preventive Care,IMM-2,Influenza Immunization,55,522,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,123,411,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,52,447,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,63,15,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Preventive Care,IMM-2,Influenza Immunization,59,279,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
