"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"050417","SUTTER COAST HOSPITAL","800 E Washington Blvd","Crescent City",,"CA","95531",7074648511,97,2,1,98,92,6,2,95,77,19,4,91,65,31,4,86,,1235,370,30,04/01/2017,03/31/2018
"050424","SCRIPPS GREEN HOSPITAL","10666 North Torrey Pines Road","La Jolla",,"CA","92037",8585543600,,,,,,,,,,,,,,,,,"4",,,,,
"050425","KAISER FOUNDATION HOSPITAL - SACRAMENTO","2025 Morse Avenue","Sacramento",,"CA","95825",9169735000,,,,,,,,,,,,,,,,,"4",,,,,
"050485","LONG BEACH MEMORIAL MEDICAL CENTER","2801 Atlantic Ave","Long Beach",,"CA","90806",5629332000,97,2,1,98,94,5,1,96,93,6,1,96,89,7,4,94,"3",326,71,28,04/01/2017,03/31/2018
"050488","EDEN MEDICAL CENTER","20103 Lake Chabot Road","Castro Valley",,"CA","94546",5105371234,97,2,1,98,92,6,2,95,89,8,3,95,86,10,4,93,,1301,368,28,04/01/2017,03/31/2018
"050496","JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS","2540 East St","Concord",,"CA","94520",9256828200,,,,,,,,,,,,,,,,,"4",,,,,
"050498","SUTTER AUBURN FAITH HOSPITAL","11815 Education Street","Auburn",,"CA","95603",5308884500,98,1,1,99,92,7,1,95,90,8,2,95,87,11,2,94,,1387,481,35,04/01/2017,03/31/2018
"050502","SAINT VINCENT MEDICAL CENTER","2131 W 3rd St","Los Angeles",,"CA","90057",2134847111,,,,,,,,,,,,,,,,,"4",,,,,
"050503","SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","354 Santa Fe Drive","Encinitas",,"CA","92024",7607536501,,,,,,,,,,,,,,,,,"4",,,,,
"050510","KAISER FOUNDATION HOSPITAL - SAN RAFAEL","99 Montecillo Rd","San Rafael",,"CA","94903",4154442000,,,,,,,,,,,,,,,,,"4",,,,,
"050512","KAISER FOUNDATION HOSPITAL - FREMONT","39400 Paseo Padre Pkwy","Fremont",,"CA","94538",5107844000,,,,,,,,,,,,,,,,,"4",,,,,
"050515","KAISER FOUNDATION HOSPITAL - ZION","4647 Zion Ave","San Diego",,"CA","92120",6195285000,,,,,,,,,,,,,,,,,"4",,,,,
"050523","SUTTER DELTA MEDICAL CENTER","3901 Lone Tree Way","Antioch",,"CA","94509",9257797200,93,6,1,96,87,9,4,91,78,16,6,91,78,18,4,91,,1242,300,24,04/01/2017,03/31/2018
"050528","MEMORIAL HOSPITAL LOS BANOS","520 West I St","Los Banos",,"CA","93635",2098260591,97,2,1,98,91,5,4,94,85,13,2,94,66,31,3,87,,618,129,21,04/01/2017,03/31/2018
"050537","SUTTER DAVIS HOSPITAL","2000 Sutter Place","Davis",,"CA","95616",5307575108,98,2,0,99,93,6,1,96,90,9,1,96,91,7,2,96,,1745,461,26,04/01/2017,03/31/2018
"050541","KAISER FOUNDATION HOSPITAL - REDWOOD CITY","1150 Veterans Boulevard","Redwood City",,"CA","94063",6502992000,,,,,,,,,,,,,,,,,"4",,,,,
"050557","MEMORIAL MEDICAL CENTER","1700 Coffee Rd","Modesto",,"CA","95355",2095264500,97,3,0,98,91,7,2,95,87,11,2,95,88,10,2,95,,2019,620,31,04/01/2017,03/31/2018
"050561","KAISER FOUNDATION HOSPITAL - WEST LA","6041 Cadillac Ave","Los Angeles",,"CA","90034",2138572201,,,,,,,,,,,,,,,,,"4",,,,,
"050567","MISSION HOSPITAL REGIONAL MED CENTER","27700 Medical Center Rd","Mission Viejo",,"CA","92691",9493641400,,,,,,,,,,,,,,,,,"4",,,,,
"050568","MADERA COMMUNITY HOSPITAL","1250 E Almond Ave","Madera",,"CA","93637",5596755555,93,6,1,96,86,12,2,92,66,29,5,89,67,30,3,87,,1158,204,18,04/01/2017,03/31/2018
"050597","FOOTHILL PRESBYTERIAN HOSPITAL","250 S Grand Ave","Glendora",,"CA","91740",6269638411,96,4,0,98,88,9,3,93,87,11,2,95,83,13,4,92,,1477,369,25,04/01/2017,03/31/2018
"050599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","2315 Stockton Boulevard","Sacramento",,"CA","95817",9167342011,,,,,,,,,,,,,,,,,"4",,,,,
"050603","MEMORIALCARE SADDLEBACK MEDICAL CENTER","24451 Health Center Drive","Laguna Hills",,"CA","92653",9498374500,97,2,1,98,88,10,2,93,84,14,2,93,81,16,3,92,,1172,237,32,04/01/2017,03/31/2018
"050604","KAISER FOUNDATION HOSPITAL-SAN JOSE","250 Hospital Parkway","San Jose",,"CA","95119",4089727000,,,,,,,,,,,,,,,,,"4",,,,,
"050609","KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE","3440 E La Palma Ave","Anaheim",,"CA","92806",7142794000,,,,,,,,,,,,,,,,,"4",,,,,
"050624","HENRY MAYO NEWHALL  HOSPITAL","23845 W Mcbean Pkwy","Valencia",,"CA","91355",6612538000,96,3,1,97,89,8,3,93,82,16,2,93,83,15,2,93,,1627,381,24,04/01/2017,03/31/2018
"050625","CEDARS-SINAI MEDICAL CENTER","8700 Beverly Boulevard","Los Angeles",,"CA","90048",3104233277,,,,,,,,,,,,,,,,,"4",,,,,
"050660","USC KENNETH NORRIS JR CANCER HOSPITAL","1441 Eastlake Ave","Los Angeles",,"CA","90033",3238653000,,,,,,,,,,,,,,,,,"4",,,,,
"050674","KAISER FOUNDATION HOSP SO SACRAMENTO","6600 Bruceville Road","Sacramento",,"CA","95823",9166882000,,,,,,,,,,,,,,,,,"4",,,,,
"050677","KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","5601 De Soto","Woodland Hills",,"CA","91367",8187193800,,,,,,,,,,,,,,,,,"4",,,,,
"050678","ORANGE COAST MEMORIAL MEDICAL CENTER","9920 Talbert Avenue","Fountain Valley",,"CA","92708",7143787000,97,3,0,98,89,8,3,93,80,17,3,93,75,22,3,90,,618,109,25,04/01/2017,03/31/2018
"050684","MENIFEE VALLEY MEDICAL CENTER","28400 Mccall Blvd","Menifee",,"CA","92585",9516798888,,,,,,,,,,,,,,,,,"4",,,,,
"050686","KAISER FOUNDATION HOSPITAL, RIVERSIDE","10800 Magnolia Avenue","Riverside",,"CA","92505",9513532000,,,,,,,,,,,,,,,,,"4",,,,,
"050688","ST LOUISE REGIONAL HOSPITAL","9400 No Name Uno","Gilroy",,"CA","95020",4088482000,,,,,,,,,,,,,,,,,"4",,,,,
"050690","KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 Bicentennial Way","Santa Rosa",,"CA","95403",7075714000,,,,,,,,,,,,,,,,,"4",,,,,
"050696","KECK HOSPITAL OF USC","1500 San Pablo St","Los Angeles",,"CA","90033",3234428500,,,,,,,,,,,,,,,,,"4",,,,,
"050701","SOUTHWEST HEALTHCARE SYSTEM","25500 Medical Center Drive","Murrieta",,"CA","92562",9516966000,96,3,1,97,90,8,2,94,81,15,4,92,78,20,2,92,,2093,543,26,04/01/2017,03/31/2018
"050710","KAISER FOUNDATION HOSPITAL - FRESNO","7300 North Fresno St","Fresno",,"CA","93720",5594484500,,,,,,,,,,,,,,,,,"4",,,,,
"050714","SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ","2900 Chanticleer Avenue","Santa Cruz",,"CA","95065",8314772200,98,2,0,99,93,6,1,96,94,5,1,97,94,5,1,97,,2057,682,33,04/01/2017,03/31/2018
"050723","KAISER FOUNDATION HOSPITAL - BALDWIN PARK","1011 Baldwin Park Blvd","Baldwin Park",,"CA","91706",6268511011,,,,,,,,,,,,,,,,,"4",,,,,
"050727","COMMUNITY HOSPITAL OF LONG BEACH","1720 Termino Avenue","Long Beach",,"CA","90804",5624981000,98,2,0,99,97,2,1,98,86,13,1,95,83,17,0,94,"3",295,65,24,04/01/2017,03/31/2018
"050735","WHITTIER HOSPITAL MEDICAL CENTER","9080 Colima Road","Whittier",,"CA","90605",5629453561,92,7,1,95,82,14,4,89,76,21,3,92,78,19,3,91,,1533,275,20,04/01/2017,03/31/2018
"050736","MONTEREY PARK HOSPITAL","900 South Atlantic","Monterey Park",,"CA","91754",6265709000,93,6,1,96,83,11,6,89,79,16,5,92,83,15,2,94,,1247,375,33,04/01/2017,03/31/2018
"050737","GARFIELD MEDICAL CENTER","525 North Garfield Avenue","Monterey Park",,"CA","91754",6265732222,90,8,2,94,81,14,5,88,67,26,7,88,74,21,5,89,,3066,252,12,04/01/2017,03/31/2018
"050738","GREATER EL MONTE COMMUNITY HOSPITAL","1701 Santa Anita Avenue","South El Monte",,"CA","91733",6265797777,91,8,1,95,79,15,6,87,77,19,4,91,77,19,4,91,,427,124,31,04/01/2017,03/31/2018
"050742","OLYMPIA MEDICAL CENTER","5900 West Olympic Boulevard","Los Angeles",,"CA","90036",3239383161,,,,,,,,,,,,,,,,,"4",,,,,
"050748","KAISER FOUNDATION HOSPITAL MANTECA","4601 Dale Road","Modesto",,"CA","95356",2098253700,,,,,,,,,,,,,,,,,"4",,,,,
"050751","MIRACLE MILE MEDICAL CENTER","6000 San Vicente Blvd","Los Angeles",,"CA","90036",3239301040,,,,,,,,,,,,,,,,,"4",,,,,
"050754","MENLO PARK SURGICAL HOSPITAL","570 Willow Road","Menlo Park",,"CA","94025",6503248500,97,2,1,98,88,10,2,93,84,13,3,93,84,13,3,93,,1357,430,32,04/01/2017,03/31/2018
"050760","KAISER FOUNDATION HOSPITAL - ANTIOCH","4501 Sand Creek Road","Antioch",,"CA","94531",9258136500,,,,,,,,,,,,,,,,,"4",,,,,
"050761","PROVIDENCE TARZANA MEDICAL CENTER","18321 Clark Street","Tarzana",,"CA","91356",8188810800,93,6,1,96,84,11,5,89,76,19,5,90,74,22,4,89,,1575,352,22,04/01/2017,03/31/2018
"050765","KAISER FOUNDATION HOSPITAL-MORENO VALLEY","27300 Iris Avenue","Moreno Valley",,"CA","92555",9512516530,,,,,,,,,,,,,,,,,"4",,,,,
"050766","SUTTER SURGICAL HOSPITAL - NORTH VALLEY","455 Plumas Blvd","Yuba City",,"CA","95991",5307495700,99,1,0,99,94,5,1,97,91,8,1,96,91,7,2,96,,1489,445,30,04/01/2017,03/31/2018
"050767","KAISER FOUNDATION HOSPITAL - VACAVILLE","975 Sereno Drive,3rd Floor Administration","Vallejo",,"CA","94589",7076244000,,,,,,,,,,,,,,,,,"4",,,,,
"050769","HOAG ORTHOPEDIC INSTITUTE","16250 Sand Canyon Ave","Irvine",,"CA","92618",9497275000,97,3,0,99,90,7,3,94,89,10,1,96,91,8,1,97,,804,310,39,04/01/2017,03/31/2018
"050772","KAISER FOUNDATION HOSPITAL - ROSEVILLE","1600 Eureka Road","Roseville",,"CA","95661",9167844000,,,,,,,,,,,,,,,,,"4",,,,,
"050775","TEMECULA VALLEY HOSPITAL","31700 Temecula Pkwy","Temecula",,"CA","92592",9513312200,97,2,1,98,88,9,3,92,85,13,2,94,86,11,3,94,,1228,390,32,04/01/2017,03/31/2018
"050777","KAISER FOUNDATION HOSPITAL - SAN LEANDRO","2500 Merced Street,attn Him Dept","San Leandro",,"CA","94577",5104541000,,,,,,,,,,,,,,,,,"4",,,,,
"051316","FAIRCHILD MEDICAL CENTER","444 Bruce Street","Yreka",,"CA","96097",5308424121,,,,,,,,,,,,,,,,,"4",,,,,
"051318","REDWOOD MEMORIAL HOSPITAL","3300 Renner Drive","Fortuna",,"CA","95540",7077253361,,,,,,,,,,,,,,,,,"4",,,,,
"051321","HEALDSBURG DISTRICT HOSPITAL","1375 University Avenue","Healdsburg",,"CA","95448",7074316500,97,2,1,98,92,6,2,95,84,14,2,94,84,14,2,93,,637,183,30,04/01/2017,03/31/2018
"051329","SUTTER LAKESIDE HOSPITAL","5176 Hill Road East","Lakeport",,"CA","95453",7072625000,98,2,0,99,91,7,2,94,86,11,3,94,82,15,3,93,,1072,292,27,04/01/2017,03/31/2018
"051331","SANTA YNEZ VALLEY COTTAGE HOSPITAL","2050 Viborg Rd","Solvang",,"CA","93463",8056886431,,,,,,,,,,,,,,,,,"4",,,,,
"053309","MILLER CHILDREN'S HOSPITAL","2801 Atlantic Avenue","Long Beach",,"CA","90806",5629332000,100,0,0,100,100,0,0,100,100,0,0,94,100,0,0,100,"1",44,1,3,04/01/2017,03/31/2018
"060003","LONGMONT UNITED HOSPITAL","1950 Mountain View Avenue","Longmont",,"CO","80501",3036515111,,,,,,,,,,,,,,,,,"4",,,,,
"060004","PLATTE VALLEY MEDICAL CENTER","1600 Prairie Center Parkway","Brighton",,"CO","80601",3034981601,97,3,0,98,91,7,2,95,88,10,2,94,85,14,1,94,,2616,589,23,04/01/2017,03/31/2018
"060006","MONTROSE MEMORIAL HOSPITAL","800 South 3rd Street","Montrose",,"CO","81401",9702492211,96,4,0,98,89,9,2,93,82,16,2,93,81,17,2,93,,1105,325,30,04/01/2017,03/31/2018
"060009","LUTHERAN MEDICAL CENTER","8300 W 38th Ave","Wheat Ridge",,"CO","80033",3034254500,97,3,0,98,88,10,2,93,86,11,3,93,86,12,2,94,,3762,1086,29,04/01/2017,03/31/2018
"060011","DENVER HEALTH & HOSPITAL AUTHORITY","777 Bannock Street","Denver",,"CO","80204",3036024930,,,,,,,,,,,,,,,,,"4",,,,,
"060012","ST MARY CORWIN MED CTR, CENTURA HEALTH","1008 Minnequa Ave","Pueblo",,"CO","81004",7195574000,,,,,,,,,,,,,,,,,"4",,,,,
"060013","MERCY REGIONAL MEDICAL CENTER","1010 Three Springs Blvd","Durango",,"CO","81301",9702474311,,,,,,,,,,,,,,,,,"4",,,,,
"060015","CENTURA HEALTH-ST ANTHONY HOSPITAL","11600 W. 2nd Place","Lakewood",,"CO","80228",7213210000,,,,,,,,,,,,,,,,,"4",,,,,
"060016","CENTURA HEALTH-ST THOMAS MORE HOSPITAL","1338 Phay Ave","Canon City",,"CO","81212",7192852000,,,,,,,,,,,,,,,,,"4",,,,,
"060023","ST MARYS  MEDICAL CENTER","2635 N 7th Street","Grand Junction",,"CO","81502",9702981950,96,4,0,98,88,10,2,93,80,17,3,92,79,20,1,92,,3156,845,27,04/01/2017,03/31/2018
"060027","BOULDER COMMUNITY HEALTH","4747 Arapahoe Avenue","Boulder",,"CO","80304",3034402273,,,,,,,,,,,,,,,,,"4",,,,,
"060028","SAINT JOSEPH HOSPITAL","1375 East 19th Avenue","Denver",,"CO","80218",3038122000,97,3,0,98,92,6,2,95,90,9,1,95,87,12,1,95,,6324,1866,30,04/01/2017,03/31/2018
"060031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 N Nevada Ave","Colorado Springs",,"CO","80907",7197765000,,,,,,,,,,,,,,,,,"4",,,,,
"060064","CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","2525 S Downing St","Denver",,"CO","80210",3037781955,,,,,,,,,,,,,,,,,"4",,,,,
"060096","VAIL HEALTH HOSPITAL","181 West Meadow Drive","Vail",,"CO","81657",9704762451,,,,,,,,,,,,,,,,,"4",,,,,
"060103","CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","100 Health Park Drive","Louisville",,"CO","80027",3036731280,,,,,,,,,,,,,,,,,"4",,,,,
"060104","CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS","14300 Orchard Parkway","Westminster",,"CO","80023",7206270000,,,,,,,,,,,,,,,,,"4",,,,,
"060113","LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH","7700 S Broadway","Littleton",,"CO","80122",3037305888,,,,,,,,,,,,,,,,,"4",,,,,
"060114","PARKER ADVENTIST HOSPITAL","9395 Crown Crest Blvd","Parker",,"CO","80138",3032694000,,,,,,,,,,,,,,,,,"4",,,,,
"060116","GOOD SAMARITAN MEDICAL CENTER LLC","200 Exempla Circle","Lafayette",,"CO","80026",3036894000,97,3,0,98,89,9,2,93,87,10,3,94,86,12,2,95,,7852,2317,30,04/01/2017,03/31/2018
"060118","ST. ANTHONY SUMMIT MEDICAL CENTER","340 Peak One Drive","Frisco",,"CO","80443",9706683300,,,,,,,,,,,,,,,,,"4",,,,,
"060124","ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 West 2nd Place","Lakewood",,"CO","80228",7203215000,,,,,,,,,,,,,,,,,"4",,,,,
"060125","CASTLE ROCK ADVENTIST HOSPITAL","2350 Meadows Blvd","Castle Rock",,"CO","80109",7204552500,,,,,,,,,,,,,,,,,"4",,,,,
"061309","WRAY COMMUNITY DISTRICT HOSPITAL","1017 West 7th Street","Wray",,"CO","80758",9703324811,,,,,,,,,,,,,,,,,"4",,,,,
"061317","GRAND RIVER HOSPITAL DISTRICT","501 Airport Road","Rifle",,"CO","81650",9706251510,96,3,1,98,93,6,1,96,84,13,3,92,79,18,3,91,,1172,273,23,04/01/2017,03/31/2018
"061322","HEART OF THE ROCKIES REGIONAL MEDICAL CENTER","1000 Rush Drive","Salida",,"CO","81201",7195302200,98,2,0,99,95,4,1,97,85,13,2,94,86,12,2,94,,636,242,38,04/01/2017,03/31/2018
"070003","DAY KIMBALL HOSPITAL","320 Pomfret Street","Putnam",,"CT","06260",8609286541,,,,,,,,,,,,,,,,,"4",,,,,
"070007","LAWRENCE & MEMORIAL HOSPITAL","365 Montauk Ave","New London",,"CT","06320",8604420711,97,3,0,99,90,8,2,94,80,17,3,93,82,16,2,93,,1554,421,27,04/01/2017,03/31/2018
"070011","CHARLOTTE HUNGERFORD HOSPITAL","540 Litchfield St","Torrington",,"CT","06790",8604966666,,,,,,,,,,,,,,,,,"4",,,,,
"070028","ST. VINCENT'S MEDICAL CENTER","2800 Main St","Bridgeport",,"CT","06606",2035765551,97,3,0,98,89,8,3,93,88,12,0,96,89,11,0,96,"5",1877,430,24,04/01/2017,03/31/2018
"070033","DANBURY HOSPITAL","24 Hospital Ave","Danbury",,"CT","06810",2037397000,,,,,,,,,,,,,,,,,"4",,,,,
"070034","NORWALK HOSPITAL ASSOCIATION","24 Stevens Street","Norwalk",,"CT","06856",2038522000,,,,,,,,,,,,,,,,,"4",,,,,
"080001","CHRISTIANA HOSPITAL","4755 Ogletown-Stanton Road","Newark",,"DE","19718",3027333609,98,2,0,99,90,8,2,94,89,9,2,95,87,12,1,95,,2612,683,27,04/01/2017,03/31/2018
"080004","BAYHEALTH HOSPITAL, KENT CAMPUS","640 S State Street","Dover",,"DE","19901",3027447001,98,2,0,99,90,8,2,94,79,18,3,92,76,23,1,92,,517,127,25,04/01/2017,03/31/2018
"080009","BAYHEALTH - MILFORD MEMORIAL HOSPITAL","21 West Clarke Avenue,attn Roi","Milford",,"DE","19963",3024223311,97,3,0,98,95,4,1,97,86,11,3,93,79,20,1,92,,689,210,31,04/01/2017,03/31/2018
"090001","GEORGE WASHINGTON UNIV HOSPITAL","900 23rd St Nw","Washington",,"DC","20037",2027164605,94,5,1,97,88,9,3,93,80,17,3,92,81,17,2,93,,1387,275,20,04/01/2017,03/31/2018
"090004","MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","3800 Reservoir Rd","Washington",,"DC","20007",2027843000,97,3,0,98,91,8,1,95,83,15,2,93,84,13,3,93,,1612,407,25,04/01/2017,03/31/2018
"090011","MEDSTAR WASHINGTON HOSPITAL CENTER","110 Irving St Nw,room 2a-39","Washington",,"DC","20010",2028777202,92,7,1,96,90,7,3,94,75,18,7,90,74,19,7,88,,6809,1322,19,04/01/2017,03/31/2018
"100002","BETHESDA  HOSPITAL INC","2815 S Seacrest Blvd","Boynton Beach",,"FL","33435",5617377733,95,4,1,97,86,10,4,91,80,15,5,91,78,17,5,90,,1438,424,30,04/01/2017,03/31/2018
"100006","ORLANDO HEALTH","1414 Kuhl Ave,mp 161","Orlando",,"FL","32806",3218415111,96,3,1,98,89,9,2,93,88,10,2,95,85,13,2,94,,4624,983,21,04/01/2017,03/31/2018
"100017","HALIFAX HEALTH MEDICAL CENTER","303 N Clyde Morris Boulevard","Daytona Beach",,"FL","32114",3862544000,,,,,,,,,,,,,,,,,"4",,,,,
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S Hickory St","Melbourne",,"FL","32901",3214347000,,,,,,,,,,,,,,,,,"4",,,,,
"100028","PARRISH MEDICAL CENTER","951 N Washington Ave","Titusville",,"FL","32796",3212686111,95,3,2,97,91,6,3,94,83,14,3,93,83,14,3,93,,1467,341,24,04/01/2017,03/31/2018
"100030","HEALTH CENTRAL","10000 W Colonial Dr","Ocoee",,"FL","34761",4072961000,97,3,0,99,92,7,1,95,90,9,1,96,87,11,2,94,,2024,521,26,04/01/2017,03/31/2018
"100034","MOUNT SINAI MEDICAL CENTER","4300 Alton Rd","Miami Beach",,"FL","33140",3056742121,96,3,1,98,90,7,3,93,84,12,4,94,83,13,4,92,,5124,1156,23,04/01/2017,03/31/2018
"100035","MANATEE MEMORIAL HOSPITAL","206 2nd Street East","Bradenton",,"FL","34208",9417465111,96,3,1,98,88,9,3,92,78,19,3,92,77,21,2,91,,1145,362,32,04/01/2017,03/31/2018
"100039","BROWARD HEALTH MEDICAL CENTER","1600 S Andrews Ave","Fort Lauderdale",,"FL","33316",9543555841,94,5,1,97,87,11,2,92,74,22,4,91,74,22,4,90,,997,149,15,04/01/2017,03/31/2018
"100044","MARTIN MEDICAL CENTER","200 Se Hospital Ave","Stuart",,"FL","34994",7722875200,,,,,,,,,,,,,,,,,"4",,,,,
"100051","SOUTH LAKE HOSPITAL","1900 Don Wickham Drive","Clermont",,"FL","34711",3523944071,97,2,1,98,89,8,3,93,86,11,3,94,86,12,2,94,,1901,497,26,04/01/2017,03/31/2018
"100079","UNIVERSITY OF MIAMI HOSPITAL & CLINICS-SYLVESTER COMPREHENSIVE CA","1475 Nw 12th Ave","Miami",,"FL","33136",3052434382,,,,,,,,,,,,,,,,,"4",,,,,
"100086","BROWARD HEALTH NORTH","201 E Sample Rd","Deerfield Beach",,"FL","33064",9547866400,96,3,1,98,89,9,2,94,81,17,2,93,81,17,2,93,,958,213,22,04/01/2017,03/31/2018
"100088","BAPTIST MEDICAL CENTER JACKSONVILLE","800 Prudential Dr","Jacksonville",,"FL","32207",9042022000,,,,,,,,,,,,,,,,,"4",,,,,
"100090","FLAGLER HOSPITAL","400 Health Park Blvd","Saint Augustine",,"FL","32086",9048195155,96,3,1,98,90,8,2,94,86,11,3,94,83,13,4,92,,3460,1140,33,04/01/2017,03/31/2018
"100113","UF HEALTH SHANDS HOSPITAL","Po Box 100343","Gainesville",,"FL","32610",3522650111,95,4,1,97,93,6,1,96,87,10,3,94,89,9,2,95,,6801,1572,25,04/01/2017,03/31/2018
"100117","BAPTIST MEDICAL CENTER  BEACHES","1350 13th Ave S","Jacksonville Beach",,"FL","32250",9046272900,,,,,,,,,,,,,,,,,"4",,,,,
"100128","TAMPA GENERAL HOSPITAL","1 Tampa General Circle","Tampa",,"FL","33606",8138447000,97,2,1,98,91,7,2,95,88,9,3,95,88,10,2,95,,10415,2757,26,04/01/2017,03/31/2018
"100130","LAKESIDE MEDICAL CENTER","39200 Hooker Hwy","Belle Glade",,"FL","33430",5619966571,75,25,0,87,88,12,0,94,50,50,0,80,51,49,0,84,"1",96,2,2,04/01/2017,03/31/2018
"100135","TALLAHASSEE MEMORIAL HEALTHCARE","1300 Miccosukee Rd","Tallahassee",,"FL","32308",8504311155,94,5,1,96,90,8,2,94,80,15,5,92,81,17,2,93,,3361,791,24,04/01/2017,03/31/2018
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18th St","Fernandina Beach",,"FL","32034",9043213500,,,,,,,,,,,,,,,,,"4",,,,,
"100168","BOCA RATON REGIONAL HOSPITAL","800 Meadows Rd","Boca Raton",,"FL","33486",5613957100,96,3,1,98,88,8,4,92,83,13,4,93,82,15,3,93,"2",5134,1731,34,04/01/2017,03/31/2018
"100175","DESOTO MEMORIAL HOSPITAL","900 N Roberts Ave","Arcadia",,"FL","34265",8634943535,,,,,,,,,,,,,,,,,"4",,,,,
"100177","CAPE CANAVERAL HOSPITAL","701 W Cocoa Beach Causeway","Cocoa Beach",,"FL","32931",3217997111,,,,,,,,,,,,,,,,,"4",,,,,
"100181","LARKIN COMMUNITY HOSPITAL","7031 Sw 62nd Ave","South Miami",,"FL","33143",3052847500,,,,,,,,,,,,,,,,,"4",,,,,
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N Federal Hwy","Fort Lauderdale",,"FL","33308",9547768500,98,2,0,99,90,7,3,94,87,11,2,95,85,13,2,94,,830,233,28,04/01/2017,03/31/2018
"100275","WELLINGTON REGIONAL MEDICAL CENTER LLC","10101 Forest Hill Blvd","Wellington",,"FL","33414",5617988500,97,2,1,98,88,9,3,92,82,14,4,92,81,17,2,92,,1341,323,24,04/01/2017,03/31/2018
"100276","BROWARD HEALTH CORAL SPRINGS","3000 Coral Hills Dr","Coral Springs",,"FL","33065",9543443000,94,5,1,96,89,7,4,93,80,15,5,92,80,15,5,91,,1443,285,20,04/01/2017,03/31/2018
"100299","LAKEWOOD RANCH MEDICAL CENTER","8330 Lakewood Ranch Blvd","Bradenton",,"FL","34202",9417822100,97,2,1,98,85,11,4,91,80,16,4,92,79,18,3,92,,947,314,33,04/01/2017,03/31/2018
"100315","VIERA HOSPITAL","8745 N Wickham Rd","Melbourne",,"FL","32940",3214349000,,,,,,,,,,,,,,,,,"4",,,,,
"100316","PALM BAY HOSPITAL","1425 Malabar Rd, Ne","Palm Bay",,"FL","32907",3214348000,,,,,,,,,,,,,,,,,"4",,,,,
"110001","HAMILTON MEDICAL CENTER","1200 Memorial Drive","Dalton",,"GA","30720",7062726105,,,,,,,,,,,,,,,,,"4",,,,,
"110010","EMORY UNIVERSITY HOSPITAL","1364 Clifton Road, Ne","Atlanta",,"GA","30322",4046868500,96,3,1,98,91,6,3,94,86,12,2,94,90,8,2,96,,2156,459,21,04/01/2017,03/31/2018
"110011","TANNER MEDICAL CENTER - CARROLLTON","705 Dixie Street","Carrollton",,"GA","30117",7708369580,,,,,,,,,,,,,,,,,"4",,,,,
"110015","TANNER MEDICAL CENTER VILLA RICA","601 Dallas Highway","Villa Rica",,"GA","30180",7708369580,,,,,,,,,,,,,,,,,"4",,,,,
"110016","WELLSTAR WEST GEORGIA MEDICAL CENTER","1514 Vernon Road","Lagrange",,"GA","30240",7068821411,,,,,,,,,,,,,,,,,"4",,,,,
"110018","PIEDMONT NEWTON HOSPITAL","5126 Hospital Drive Ne","Covington",,"GA","30014",7707867053,97,3,0,98,90,8,2,94,79,18,3,91,79,19,2,92,,1183,299,25,04/01/2017,03/31/2018
"110024","CANDLER HOSPITAL","5353 Reynolds Street","Savannah",,"GA","31405",9128195290,95,4,1,97,90,8,2,94,84,13,3,93,84,13,3,93,,3332,806,24,04/01/2017,03/31/2018
