State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"PR","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","1.201","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.862","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.764","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.427","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.711","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.826","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.450","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.692","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.429","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.566","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.715","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.670","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit","HAI_1_CI_LOWER","0.116","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.418","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.763","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.151","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.599","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.045","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.119","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.806","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.824","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.751","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.911","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.846","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.745","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.988","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.742","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.804","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.847","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.751","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.822","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.067","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.846","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.386","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.731","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.803","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.927","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.692","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.047","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.891","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.937","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.972","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.942","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.889","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.967","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.688","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.010","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.761","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.720","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.015","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.854","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.809","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.302","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.924","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","1.232","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.710","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Catheter Associated Urinary Tract Infections (ICU + select Wards)","HAI_2_SIR","0.845","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
