Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
05020F,NAVAL HOSPITAL CAMP PENDLETON,200 MERCY CIRCLE,CAMP PENDLETON,CA,92055,SAN DIEGO,(760) 725-1288,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,767,,29%,,1/1/2017,12/31/2017
05020F,NAVAL HOSPITAL CAMP PENDLETON,200 MERCY CIRCLE,CAMP PENDLETON,CA,92055,SAN DIEGO,(760) 725-1288,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,73%,,767,,29%,,1/1/2017,12/31/2017
05020F,NAVAL HOSPITAL CAMP PENDLETON,200 MERCY CIRCLE,CAMP PENDLETON,CA,92055,SAN DIEGO,(760) 725-1288,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,767,,29%,,1/1/2017,12/31/2017
05020F,NAVAL HOSPITAL CAMP PENDLETON,200 MERCY CIRCLE,CAMP PENDLETON,CA,92055,SAN DIEGO,(760) 725-1288,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,767,,29%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,74%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,84%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,84%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,75%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,74%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,60%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,68%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,56%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,72%,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05022F,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,SAN DIEGO,(619) 532-6392,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,3291,,36%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,64%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,86%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,86%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,80%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,78%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4,,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,93%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,56%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,62%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,69%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,69%,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
05039F,NAVAL HOSPITAL TWENTYNINE PALMS,1145 STURGIS ROAD,TWENTYNINE PALMS,CA,92277,SAN BERNARDINO,(760) 830-2190,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,176,,30%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,79%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,86%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,85%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,77%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,73%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,91%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,61%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,74%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,75%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,74%,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
06003F,"EVANS ARMY MEDICAL CENTER, FT. CARSON",1650 COCHRANE CIRCLE,FORT CARSON,CO,80913,EL PASO,(719) 526-7000,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,1256,,35%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,74%,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,90%,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,88%,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,83%,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,75%,,267,,39%,,1/1/2017,12/31/2017
10018F,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,PENSACOLA,FL,32512,ESCAMBIA,(850) 505-6601,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,267,,39%,,1/1/2017,12/31/2017
