Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04009F","FAYETTEVILLE AR VA MEDICAL CENTER","1100 N. COLLEGE AVENUE","FAYETTEVILLE","AR","72703","WASHINGTON","4794445058","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","3","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","342","481","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","222","474","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","82","575","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"04010F","VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR","4300 WEST SEVENTH STREET","LITTLE ROCK","AR","72205","PULASKI","5012571000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","9","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","669","539","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","509","538","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","85","318","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05025F","FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM)","2615 E. CLINTON AVENUE","FRESNO","CA","93703","FRESNO","5592285338","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","4","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","441","647","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","307","647","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","93","555","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05027F","VA LONG BEACH HEALTHCARE SYSTEM","5901 E. SEVENTH STREET","LONG BEACH","CA","90822","LOS ANGELES","5628268000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","0","11","","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","395","519","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","276","519","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","89","389","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"05030F","VA N CALIFORNIA HEALTHCARE SYSTEM","10535 HOSPITAL WAY","MATHER","CA","95655","SACRAMENTO","8003828387","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
