Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,812,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,72,233,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),35,233,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,9149,,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.01,9149,,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,323,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,399,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,4,129,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),1,129,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.33,4640,,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.89,4640,,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,44,18,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,93,398,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,515,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,3,121,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),1,121,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,93,322,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,428,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,73,99,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),61,99,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,100,74,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,95,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,100,39,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),36,39,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.51,6546,,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6546,,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,95,527,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,579,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,90,472,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),59,472,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,81,95,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,173,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,32,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),12,34,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,4798,,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.11,4798,,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,299,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,411,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,95,132,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),4,132,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.25,10289,,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,10289,,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,7,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,95,602,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,757,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,8,318,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),6,318,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.09,19555,,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.04,19555,,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,83,12,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,84,650,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,820,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,48,283,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,4126886100,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),24,283,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,1.06,2349,,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2349,,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,84,19,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,99,275,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,386,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,78,117,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),39,117,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.11,5103,,1/1/2016,12/31/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.34,5103,,1/1/2016,12/31/2016
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,15,20,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
